id	qid1	qid2	question1	question2	is_duplicate
195507	104911	295958	What are some good songs to lyric prank your boyfriend?	What are some good songs to lyric text prank a friend?	0
173180	267212	267213	What seeds shouldbe used for oil extraction?	What is a good process to extract garlic for use in a vaporizer that reduces oil content while retaining the most bio active compounds?	0
2385	4741	4742	How much energy/heat does one standard tea light candle produce?	Does the light energy only convert into heat energy? Can't it convert into any other energy? If it can give me an example?	0
103554	171140	171141	What was the best Japanese drama in the early 90's?	What is the best book on the Japanese Lost Decade?	0
342837	271662	470870	How does the hierarchy at the Big Four (PwC, EY, KPMG, Deloitte) in their consultancy wings compare to one another in terms of seniority?	How do I get a job at places like Pwc, Deloitte, KPMG without a college degree but with significant work experience?	0
307508	184295	83787	Where can I find the uncut, uncensored Fifty Shades of Grey movie online?	Where can I find the uncut, uncensored Fifty Shades of Grey on Torrent?	0
152187	239152	239153	I am planning to invest in SBI SIP. Is my decision a good one?	Which are the good SIP plans to invest in?	0
131192	210402	210403	What is operational excellence?	What are some ways to improve operational excellence?	0
11575	22345	22346	How do I denote alpha hydrogen?	What does an abnormal anterior curvature of the spine consist of?	0
256324	371407	371408	Which is better between iphone 6s and Samsung galaxy note 7?	Which is better? IPhone 6s or Samsung Note 5?	0
124469	200991	200992	Do you think you would love your family if they weren't your family?	Do you love your family?	0
2561	5088	5089	Which US colleges do not accept IELTS?	Which US universities accept only IELTS?	0
377062	508292	508293	How are cars from Datsun? Are they worth buying?	Is it worth buying an expensive car?	0
134706	215249	215250	What are the different types of taxes in India?	What are the different types of taxes that a common man pay in india? How and why did these taxes came into existence?	0
31786	58579	58580	Given's China non-interference foreign policy, why has China refrained from criticizing Russia's incursion in Crimea?	Why are foreigners interested in China?	0
256227	371291	371292	I ran my first 5k recently. My PB is 28:12. How can I train to increase my speed and complete it in 20 minutes?	Why does a friends score (on snapchat) increase over time despite never having anything posted on their story since they were added?	0
26134	48676	48677	What are some examples of carbohydrates foods?	What are four examples of carbohydrates?	0
253174	367662	78656	According to ohm's law, V is proportional to I (V=IR), but in case of power V is inversely proportional to I (as P=VI). Why is it so?	What does the formula V=IR mean in Ohm's law?	0
253498	368053	368054	Does physical violence occur in the French Foreign Legion?	What does the French foreign legion do with their dead?	0
377107	290277	508344	How do you divide a whole number into an improper fraction using a calculator?	How do you multiply a whole number into an improper fraction without using a calculator?	0
150810	54860	237261	Are there any relatives of Jesus Christ still alive today	Are lightworkers related to Jesus Christ?	0
93145	155805	155806	I'm 15 and have $5000. I want to start my own business but don't have an idea. What should I do with the money?	I'm only 15, but my goal is to own a business in the future. Where should I start?	0
376799	508000	508001	I am 25, having a B.tech degree, worked 2.5 years with Godrej. Now I am doing my own business for last 8 months. Can I still go for study abroad?	My hamstrings got strained around 4 months ago and still there is problem in that.What can I do to have some improvement? Will glutamine work?	0
255079	369925	369926	Why would anyone own a pitbull?	What should I feed my Pitbull?	0
188706	287325	287326	How is the life of an Indian administrative officer?	How is the lifestyle of a civil servant in India?	0
14156	27133	27134	Are France and the UK just different names for the same place?	I manage an Instagram account for a local restaurant, and it has 5 different location tags. Is there a way to remove them to just have one, so all the photos are grouped in the same place?	0
