id	qid1	qid2	question1	question2	is_duplicate
397428	530551	530552	What is wealth in India?	What is the wealth effect?	0
262006	142009	378254	What are some good examples of advertising?	What are some good examples of comparative advertising?	0
186255	110947	42042	Which is the best movie 2016?	Which are the best Bollywood movies in 2016?	0
162606	15849	253113	What are the best hotels for unmarried couples in Guwahati?	Which are the best hotels in Chandigarh for unmarried couples?	0
144164	228233	228234	What does 12-54, 12-60 mean in a guitar string. Are those numbers used for measuring the string's thickness?	Where do strings go on a guitar?	0
323916	68102	20627	How do I use 'alleviation' in a sentence?	"How do I use ""lest"" in a sentence?"	0
148037	233505	233506	Which is better: Audencia Nantes or IESEG School of Management?	I am considering doing MIB in IESEG school of business, does anyone support that?	0
337173	464629	464630	Can Trump ban CNN or any news organisation from entering the WH press room?	Now that Donald Trump has won, will he actually build a wall, start a trade war, sue news companies and ban Muslims from entering the country?	0
54243	95779	95780	What is your best photoshopped picture with a celebrity?	What is your best photoshopped picture?	0
240142	351898	351899	I'm an architecture student. My lecturer taught me Sketchup. Now I want to take an extra course about 3d modelling. Should I have to study 3d max too?	Henry Ford established Ford. I want to establish my own car brand. I am an ECE student. Which course(s) I should take in future?	0
241551	353577	353578	Why do women like jerks?	Why do many men have the perception that women are attracted to jerks? I have never dated a jerk in my entire life.	0
365656	258526	334595	Is there an inpatient Drug and Alcohol Rehab Center in Sacramento County California?	Is there an inpatient Drug and Alcohol Rehab Center in Sonoma County California?	0
255149	370004	370005	"Why is it that everyone's favourite car is the ""Ferrari"" and then when you ask which they say ""the red one""?"	Is Ferrari the best sports car brand in the world? If yes, why? If no, which one is and why?	0
294288	164996	35940	How do I earn money being a student?	How can I earn money as a student?	1
88524	35678	118170	What are the most upvoted answers on Quora?	Is there top upvoted answers list of all times on Quora?	1
166893	129948	157895	I forget my Facebook account password and I also can't access to the email address provided, can I reset my password?	How does one get Facebook to reset your account when your Facebook account is hacked AND your email is hacked?	1
189423	201313	288177	What is a sanctuary city?	What are sanctuary cities?	1
206626	310101	310102	What are the best email finding free tools?	What is the best free tools for finding email?	1
260111	376000	352310	Who are those actors who voice for doraemon in hindi?	Who are the voice actors behind the Doremon and Shinchan cartoons in Hindi?	1
178076	273584	273585	How do I tell if I actually have autism or not?	How can I know if I have autism or not?	1
277532	38980	55100	How can I prepare for CAT 2017?	What is the preparation strategy for CAT 2017?	1
135063	46880	1396	How do I send messeges on Quora?	How do I send another person a message on Quora?	1
287757	123879	163449	What is the evidence behind the assertion of white privilege?	Is there such thing as white privilege?	1
82883	140451	140452	What are the conflicts between Pakistan and Balochistan?	What are conflicts between Balochistan and Punjab?	1
403105	258851	536669	Who is Benjamin Netanyahu?	Why is Benjamin Netanyahu famous?	1
45490	81511	81512	How can I self-study for the SAT?	How much should I study for the SAT?	1
282062	100238	7631	What's the most embarrassing moment of your life?	What is most embrassing moment of your life?	1
115195	127579	187894	What are some interesting Android apps?	What are the best Android apps?	1
146543	231454	231455	How do I reverse the side effects of chronic masturbation?	How can I reverse the effects of excessive masturbation?	1
167678	25485	259921	How do I stop myself from thinking about my ex?	How can I stop thinking about my ex-girlfriend?	1
402680	536188	536189	How would society benefit if we stopped or reduced pesticides on crops?	How would society benefit if we reduced pesticides on crops?	1
273918	392464	392465	What is Cyanogen mod?	What exactly is a cyanogen mod?	1
202395	38489	28873	What would be the best day of your life?	What was the best day of your life so far?	1
335527	14815	106353	Which is the best smartphone I can buy under 15000 in july 2016?	Which is the best smartphone in India under Rs 15000?	1
293962	27004	12441	What's the absolute easiest way to commit suicide?	What is the cheapest, easiest, least painful way to commit suicide?	1
308203	432000	432001	What is the best course, training book or resource on SEO?	What's the best course, training, book, or resource on SEO?	1
201455	149153	42095	Which is the best headphones under 5000?	Which headphone is best under INR 5000?	1
370311	500857	288085	Science: Is air a compound or a mixture?	Is pure air a compound or a mixture?	1
155521	243627	243628	The Arts: What is your favorite painting and why?	What is your favorite painting?	1
115121	187788	187789	Where can I learn about stock trading from the start?	What are the best books about stock trading?	1
102280	14887	18743	What is the best time to visit Kerala and what are the places to visit in a span of 8 days?	What are the best places to visit in Kerala for 3 to 4 days?	1
82152	27632	137995	What are the basic types of satellites?	What are different types of satellites? What is the most advanced type?	1
364669	164736	143114	Where can I get best assistance for the removal of furniture in Central Coast?	Where can I get removal services in Central Coast?	1
171438	10329	23803	Can you offer me any advice on how to lose weight?	What is the fastest possible way to lose weight?	1
122736	198589	198590	How can I enter into bollywood?	How can I enter bollywood?	1
162145	51878	1734	What are the pros and cons of Hillary Clinton being the next President?	What are pros and cons of Hillary Clinton?	1
92007	154102	154103	I am studying in class 12 PCM can some one give information about engineering entrance exams for year 2017 other than JEE?	I am studying in class 12 PCM can some one give information about engineering entrance exams for year 2017 other JEE?	1
246905	208542	360039	What are some good hotels in Nainital?	What are the best hotels in Nainital?	1
