id	qid1	qid2	question1	question2	is_duplicate
379590	150682	284614	What are the best local/couch co-op games for PS4?	What are the best two player games for the PS4?	1
31522	58110	58111	What should I know about Quora?	I am new to Quora. What all should I know about it?	1
61346	2567	42620	Is there some painless way to suicide?	What is a sure way to commit suicide?	1
364685	191521	494752	What happens if you travel at the same speed as the earth rotates but in the opposite direction?	What hapens if all people walked on the opposite of the earth rotation at the same time?	1
93968	157005	157006	Where should I start looking for a software internship?	How do I find and apply for an internship?	1
98161	160398	109966	Where can I take an IQ test on the internet for free?	What are some free online test that I can take to measure my IQ correctly?	1
5253	10343	10344	How can I shoot a time-lapse of a withering flower?	How can I shoot a time lapse of a withering flower?	1
290061	17632	89884	What is the reason behind the sudden discontinuance of 500 and 1000 notes by PM Modi?	What is the reason behind PM Modi's decision to abolish Rs 500 and 1000 currency notes from today (8 November 2016) midnight?	1
177765	63452	108926	What will happen if Donald Trump gets elected?	What's going to happen to America if Donald Trump wins?	1
346803	1781	127638	What are the best interview questions ever asked?	What is the best interview question?	1
208712	90720	312780	How can I get a job in UK if I have a Tier 2 General Visa?	How do I find a job in UK if you already have a Tier 2 General visa?	1
214819	60274	39796	Would banning notes of denominations 500 and 1000 help to curb the black money in system?	Will the demonetization of the Rs 500/1000 notes in India actually help to curb black money? Or do the rich store their untaxed cash?	1
160073	88278	29548	How do I learn programming from scratch to start on my own?	What is the easy way to learn a programming language?	1
117667	191421	191422	How does it feel to be part of a music video where you see the singer but you can't act like a fan?	"Is it racist to say random Japanese words to a person who ""looks East Asian"" but is not? Is it ok for said person to get angry because of this?"	0
5765	11325	11326	How does Google Analytics on mobile know age and gender?	In Google Analytics, how can I plot an overtime line chart of the percentage of visitors from mobile devices out of total number of visitors?	0
131376	210654	101570	Where can I get Raki in Las Vegas?	"Why is a drink of liquor called a ""shot""?"	0
305437	48012	307636	What are the differences between SEAL Team Six and Delta Force?	What are the differences between Marines and SEALs?	0
231049	222467	70539	What is the meaning of Hindi word 'Danga Fasad'?	What is the meaning of Hindi word 'Gaddar'?	0
348117	476645	206124	Getting Published: Where can you submit a political magazine article and get a response from an editor one way or another?	A magazine asked if they can publish my blog article. What should I ask in return?	0
38551	37106	69993	What is the square root of 40 in radical form?	What is the square root of 7?	0
134356	214755	214756	I am an electrical student. I'm interested in app designing and start a new Android app. But I don't have a basic idea of programming languages. What should I do?	I am tech savy but I have no knowledge of programming. Where should I start for the basics? What are the languages with web links?	0
170324	263370	263371	What are the similarities between ethical egoism and utilitarianism?	I want to prepare for KVPY in class 10th can you give me some advice how to prepare?	0
49197	87585	87586	"I would like to make a business website that has the ""pay N amount per month"" feature. How or where do I get started if I do not have any experience in coding?"	If I made a website that contains only videos how much would I make per month with Google AdSense?	0
158310	247342	247343	Is it high time that Bengaluru is declared as union territory?	Can Bengaluru be created as Union Territory?	0
226031	334544	334545	What are construction drones use for?	Can we use drones for construction?	0
212013	316985	239182	Is electromotive force a force?	What is electromotive force?	0
46068	46892	82443	How can I smile more?	How can I smile well?	0
122775	198640	2856	What is the difference between a Ford Fiesta ST and a ST150?	What is the difference between an UberX, Uber Black and Uber Taxi?	0
254770	369566	80922	Is there any way to access app sandbox in iOS 9 without Jailbreaking?	How do I jailbreak iOS 9.3.4?	0
135903	216951	216952	If a girl finds me attractive, does that mean they find me good looking?	Where I should take admission Vidya Mandir Pitampura RCC or Dwarka extreme X or?	0
259190	374931	122571	How do I complete and balance an equation for reaction of hydrochloric acid (HCl) with sodium hydroxide (NaOH)?	How does HCl and sodium hydroxide react?	0
267865	385321	385322	How do I use Android studio 2.2.2?	How do I use Android Studio 2.1.1?	0
263140	379641	379642	What is the probability of drawing a red or even in a deck of cards? (if Ace, Jack, and King are considered odd and Queen is considered even)	A poker hand consists of 5 cards. It will come from a well-shuffled deck of cards. What is the probability of having 4 Queens and any face card?	0
322078	447847	447848	How safe is Georgia?	What is your review of Georgia (country)?	0
285928	406424	406425	What is the approx. subsciption cost of Lucid's Artificial Intelligence Platform - Cyc?	What will AI's conclusion of the human race be? Would there be any reason at all that they would need or want to have us around?	0
395685	528676	528677	Which are the must see see places in India?	What are the top 20 tourist places in India you must visit before you die?	0
238236	349556	349557	What are some good, new rock bands?	Are there any good rock bands in Leicester?	0
165879	257494	257495	My jiofi device is navy able to make calls, jio4gvoice app shows only SMS, but when I put the sim in phone it works well.. Why this is happening?	Why does the US Army use terrain analysis?	0
322620	212107	448467	How can I become friends again with an ex-friend?	How do I become friends with myself?	0
12440	23969	23970	What are the adaptations of koala bears?	Can I use GitHub to create user manuals and online help guides?	0
248905	362405	136258	Who would you save your loved dog or a strange human?	Why do some people love dogs so much?	0
305704	429143	429144	Why can’t IITANs become leaders?	Why can’t the IITANs and IIM become leaders?	0
390567	523088	234641	What are some things new employees should know going into their first day at Vascular Solutions?	What are some things new employees should know going into their first day at PDF Solutions?	0
182924	279845	279846	What are the symptoms ruptured sinus cavity?	Can one reverse tooth decay or a cavity?	0
140745	223611	20864	What programming skills can be learned in one year for somebody aspiring for GSoC 2017?	How do I prepare for the Google Summer of Code (GSoC)?	0
256260	371326	371327	How do I find out the DOS attack?	How do I DoS attack a website?	0
376916	36495	469460	With what diet can I lose a lot of weight fast?	What are the most important habits for eating healthy and losing weight?	0
351129	264014	479945	Is there an app for iPhone with which you can download free music with lyrics?	Which apps are there to download free offline music for iPhone?	0
