id	qid1	qid2	question1	question2	is_duplicate
2932	5815	5816	If you could only read answers and interact with 10 people on Quora, who would they be? Why?	How do I an 18 year old women develop confidence to travel alone?	0
20022	22416	37808	Do I need to fail to succeed in business?	What do I need if I want to succeed in business?	0
271342	389407	389408	How does one learn to shoot a firearm in India?	How do I learn to shoot firearms?	0
105958	174623	174624	What was Enron?	What was Enron's business?	0
251107	365139	225294	What is the difference between sushi, sashimi, and nigiri?	What is the difference between coconut oil for cooking and for hair?	0
25673	47831	47832	What are some cute names for a girlfriend?	Which are the best nick names for a girlfriend?	0
171948	265614	140546	Why isn't multiple inheritance supported in Objective C?	Why is there no multiple inheritance in c#?	0
243368	355789	355790	In order to make crisp Dosas, what is the correct proportion (by volume) of Rice and Urad Dal to be soaked overnight? Similarly, for making soft Idlis.	Why do we call the liquid use for making dosa a batter?	0
154526	242305	242306	How do AliExpress/Wish & Co. manage to sell at such a low price including the free shipping?	How did websites like AliExpress manage to give free shippings on very low cost items?	0
382240	514073	514074	X/(x-1) (x-2) (x-3) using partial fraction?	How did WW1 and WW2 compare and contrast?	0
361297	491116	491117	What is lagging/leading current in layman terms, not by phasor or graph?	What is the reason behind the lag of current in inductor, lead in capacitor?	0
61456	107280	107281	I always feel lonely even if I am in room full of people. I hate being alone! I fear loneliness, what should I do?	Why do I feel lonely even when I am an extrovert?	0
9253	17987	17988	How do I succeed in an interview?	How do I fail in an interview?	0
225104	333366	333367	My student visa for Australia was refused showing the reason that I am not a genuine temporary entrant. Can I apply for a student visa in New Zealand?	I am a student in India. How can I get the tourist visa/ visitor visa to Australia and New Zealand?	0
52927	47201	93644	Who are the NFL players with the most Super Bowl rings?	How many Super Bowl rings does Peyton Manning have?	0
377173	249949	508431	Why does Gordon Ramsay eat crab cakes first when determining a restaurant's quality?	Why does Gordon Ramsay like to curse?	0
356993	486380	486381	Can we take a speed post directly from the post office using the tracking number?	Can you order to a post office?	0
90632	152057	152058	Which is best cycle to buy under 25,000 INR?	Which is the best bicycle to buy under/near ₹25k in India?	1
31545	58150	23107	Why are Saltwater taffy candy imported in the Philippines?	Why is Saltwater taffy candy imported in Mongolia?	1
396910	234164	84226	How can the Big Bang be created by vacuum fluctuations if time didn't exist before the Big Bang?	If the Big Bang created everything, how did the Big Bang happen if there was nothing before it happened?	1
323190	42615	2675	What do you think of Mr. Modi's decision to discontinue Rs 500 and 1000 currencies as of midnight November 8th?	What do you think of the decision by the Indian Government to demonetize 500 and 1000 rupee notes?	1
63607	46646	44951	Why does India feel insecure with CPEC?	Why India is against CPEC?	1
147626	197644	25107	How does one intelligently ask questions?	How does one master the art of asking the right questions?	1
290170	411413	286374	Does gravity really exist or it is just a form of motion or force?	Physics: does gravity really exist?	1
362992	149675	209346	How long does it take to learn the piano?	How long does it take to lear how to play piano?	1
178568	72184	52675	How is Hillary Clinton better than Donald Trump?	Who is better among Hillary Clinton and Donald Trump?	1
167595	20174	10120	Is there any way I can get a list of all of my Gmail accounts?	How can I find my all Gmail accounts?	1
22171	41649	23707	Is Donald Trump racist?	Is there any proof Donald Trump is racist?	1
208589	312628	312629	How is beef bacon created?	How is beef bacon made?	1
280701	198403	128200	What will happen if world declares Pakistan as terror sponsor state?	What will happen if Pakistan is declared as a terror state?	1
27671	51382	51383	How can we regrow hair naturally?	How do I regrow hair naturally?	1
227980	336943	336944	What does it feel like to be a common North Korean citizen?	What is it like be a North Korean citizen?	1
67635	117021	117022	How can I understand loops in programming?	How do I understand loops in the programming language?	1
374577	67534	505481	How is the theory of relativity used in GPS?	How is the theory of relativity related to GPS?	1
330065	456783	456784	Has Trump won the election?	Trump has already won the election?	1
266462	33412	82345	Why do so many people ask questions on Quora that can be found in a Google search?	Why does people here in Quora still ask some questions that has been already answered somewhere else, and can be found easily using Google search?	1
370254	500797	500798	What is the use of Quora?	What are the uses of Quora?	1
348698	6261	114821	I forgot my password and the email address I used to create my Snapchat account. How can I log in or at least change my email address or password?	What do I do if I don't know my Snapchat password or email to it?	1
89264	150002	150003	Is it possible to use baking soda instead of baking powder?	Can I use baking soda instead of baking powder? Why or why not?	1
259509	375279	375280	Why do some afro American claim that original north African were black?	Could someone tell me why some Afro-Americans claim that all ancient North African civilizations were founded by them?	1
359984	489702	252214	What are the major France blogs/websites to rate and review iPhone & Android apps?	What are the major blogs/websites in France to rate and review iPhone & Android apps?	1
403960	318675	28393	How do I get rid of tiny black bugs in my bed?	How can I get rid of little black bugs in my bed?	1
200216	196675	85355	Is there a limit to a human brain's storage capacity?	What is the theoretical storage capacity of the human brain?	1
202431	30654	14344	What are the best machine learning online courses?	Which are the best online courses for Machine learning?	1
69233	40065	8159	What are the best incest movies ever?	Which are the movies with incest themes?	1
221099	147732	128644	How do I become a billionaire by 25?	How do I get to billionaire status, as in how to become a billionaire?	1
284052	69735	23574	How do I make a suicide seem like an accident?	How do I make suicide look like an accident?	1
194392	294595	294596	What is the best scooter to purchase in India?	What is the best scooter to buy in India?	1
292340	235971	135351	What is Hillary Clinton's plan for ISIS?	What is Hillary Clinton's strategy to take down ISIS?	1
297120	8969	183613	How do you start making money?	What should I do to earn some more money?	1
300737	45349	27406	Which are the good food stuffs to gain a weight?	Which foods help gain weight?	1
207393	31761	33032	How do stop smoking?	How do you quit smoking?	1
